Transaction_ID,Transaction_Type,Transaction_Date,Transaction_Status,Transferring_Registry,Transferring_Account_Type,Transferring_Account_Name,Transferring_Account_Identifier,Transferring_Account_Holder,Acquiring_Registry,Acquiring_Account_Type,Acquiring_Account_Name,Acquiring_Account_Identifier,Acquiring_Account_Holder,Nb_of_Units,Originiality_Registry,Unit_Type,Number_of_Units,Original_Commitment_Period,LULUCF_Activity,Project_Identifier,Track,Expiry_Date
EU520517,10-2,2019-04-30 10:54:08.167,Completed,United Kingdom,100,Liberty Steel Newport Limited,5023062,Liberty Steel Newport Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,19312,EU,EU General Allowances (EUA),19312,2,,,,
EU520544,10-2,2019-04-30 10:58:52.197,Completed,Spain,100,"Dicepa Higiene, S.L.",5009243,"Dicepa Higiene, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,5769,EU,EU General Allowances (EUA),5769,2,,,,
EU520468,10-0,2019-04-30 11:00:49.204,Completed,United Kingdom,100,Mitsui Bussan Commodities Ltd,5017395,Mitsui Bussan Commodities Ltd,Italy,100,Aitherco2 SpA,5016984,AitherCO2 SIM SpA,46000,EU,EU General Allowances (EUA),46000,2,,,,
EU520543,10-2,2019-04-30 11:03:46.735,Completed,France,100,ELENGY - Terminal Méthanier de Montoir,5005817,ELENGY,European Commission,100,EU Allowance deletion,5016380,European Commission,9919,EU,EU General Allowances (EUA),9919,2,,,,
EU520541,10-71,2019-04-30 11:04:03.891,Completed,Germany,100,Feldmuehle GmbH Anlage PM,5015402,Feldmuehle GmbH,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,5672,CN,CER - Certified Emission Reduction Unit,5672,2,,1872,,
EU520534,10-0,2019-04-30 11:04:50.134,Completed,Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,297000,EU,EU General Allowances (EUA),297000,2,,,,
EU520550,10-72,2019-04-30 11:05:22.163,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Germany,100,Feldmuehle GmbH Anlage PM,5015402,Feldmuehle GmbH,5672,EU,EU General Allowances (EUA),5672,2,,,,
EU520552,10-0,2019-04-30 11:11:58.631,Completed,Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,60000,EU,EU General Allowances (EUA),60000,2,,,,
EU520528,10-2,2019-04-30 11:12:31.899,Completed,Czech Republic,100,Papírna Aloisov,5007073,Papírna Aloisov a.s.,European Commission,100,EU Allowance deletion,5016380,European Commission,4005,EU,EU General Allowances (EUA),4005,2,,,,
EU520553,10-0,2019-04-30 11:15:29.362,Completed,Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,20000,EU,EU General Allowances (EUA),20000,2,,,,
EU520415,10-0,2019-04-30 11:16:06.495,Completed,Netherlands,100,BNP Paribas London Branch,5027681,BNP Paribas London Branch,Ireland,100,Operator Account,5011941,Edenderry Power Limited,25000,EU,EU General Allowances (EUA),25000,2,,,,
EU520555,10-71,2019-04-30 11:20:36.769,Completed,Bulgaria,100,Keros Bulgaria EAD,5019141,Keros Bulgaria EAD,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,4510,CN,CER - Certified Emission Reduction Unit,4510,2,,1284,,
EU520408,10-0,2019-04-30 11:18:46.374,Completed,Netherlands,100,BNP Paribas London Branch,5027681,BNP Paribas London Branch,Ireland,100,Ryanair DAC,5001120,Ryanair Designated Activity Company,250000,EU,EU General Allowances (EUA),250000,2,,,,
EU520560,10-72,2019-04-30 11:21:35.296,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Bulgaria,100,Keros Bulgaria EAD,5019141,Keros Bulgaria EAD,4510,EU,EU General Allowances (EUA),4510,2,,,,
EU520556,10-0,2019-04-30 11:23:00.816,Completed,France,100,SOLVAY ENERGY SERVICES,5017277,SOLVAY ENERGY SERVICES,France,100,CARGILL HAUBOURDIN,5005303,CARGILL HAUBOURDIN SAS,8392,EU,EU General Allowances (EUA),8392,2,,,,
EU520458,10-0,2019-04-30 10:08:45.725,Completed,Germany,100,Commerzbank AG - Trading Account,5016810,COMMERZBANK Aktiengesellschaft,Germany,100,Feldmuehle GmbH Anlage PM,5015402,Feldmuehle GmbH,5762,CN,CER - Certified Emission Reduction Unit,5762,2,,1872,,
EU520462,10-0,2019-04-30 10:08:47.581,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Italy,100,Rondine 01(ex Fontana),5018929,ITALCER SPA,2051,CN,CER - Certified Emission Reduction Unit,2051,2,,1872,,
EU520501,10-0,2019-04-30 10:09:05.923,Completed,Slovenia,100,Belektron TRD Si,5016820,BELEKTRON d.o.o.,Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,297000,EU,EU General Allowances (EUA),297000,2,,,,
EU520482,10-0,2019-04-30 10:09:08.442,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,France,100,AIGLE AZUR,5000857,AIGLE AZUR,171,CN,CER - Certified Emission Reduction Unit,171,2,,1872,,
EU520372,10-0,2019-04-30 10:09:14.17,Completed,Germany,100,swb Erzeugung und Entsorgung AG & Co. KG,5022217,swb Erzeugung und Entsorgung AG & Co. KG,Germany,100,GKB Bremen,5023810,Gemeinschaftskraftwerk Bremen GmbH & Co. KG,10000,EU,EU General Allowances (EUA),10000,2,,,,
EU520479,10-0,2019-04-30 10:09:54.392,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,France,100,AIGLE AZUR,5000857,AIGLE AZUR,9679,EU,EU General Allowances (EUA),9679,2,,,,
EU520512,10-0,2019-04-30 10:10:43.161,Completed,Czech Republic,100,"ČEZ, a.s. - obchodní účet",5016960,"ČEZ, a. s.",United Kingdom,100,Newedge UK Financial Ltd,5016868,Societe Generale International Limited,350000,EU,EU General Allowances (EUA),350000,2,,,,
EU520060,10-2,2019-04-30 10:15:47.505,Completed,Spain,100,"Cerámica Saloni, S.A.",5009120,"Cerámica Saloni, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,55725,EU,EU General Allowances (EUA),55725,2,,,,
EU516554,10-2,2019-04-30 10:12:01.8,Completed,Spain,100,"Beam Suntory Spain, S.L.",5008762,"Beam Suntory Spain, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,7693,EU,EU General Allowances (EUA),7693,2,,,,
EU520524,10-0,2019-04-30 10:20:00.75,Completed,Bulgaria,100,GRAND CAPITAL LTD,5028006,GRAND CAPITAL LTD,Bulgaria,100,BRIKEL,5016143,BRIKEL EAD,97000,EU,EU General Allowances (EUA),97000,2,,,,
EU520523,10-2,2019-04-30 10:22:02.08,Completed,Germany,100,1808 - Anlagenkonto,5015345,ContiTech Transportbandsysteme GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,27146,EU,EU General Allowances (EUA),27146,2,,,,
EU520522,10-0,2019-04-30 10:25:05.758,Completed,United Kingdom,100,ED&F Man Capital Markets Ltd,5023256,E D & F MAN CAPITAL MARKETS LIMITED,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,20000,EU,EU General Allowances (EUA),20000,2,,,,
EU516843,10-71,2019-04-30 10:31:05.769,Completed,Spain,100,"Lusan Asfaltos y Construcciones, S.L.U.",5024482,"Lusan Asfaltos y Construcciones, S.L.U.",European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,40,CN,CER - Certified Emission Reduction Unit,40,2,,5080,,
EU520527,10-0,2019-04-30 10:31:16.935,Completed,Spain,100,"COMPAÑÍA ESPAÑOLA DE PETROLEOS, S.A.U.",5017896,"Compañía Española de Petróleos, S.A.",Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,60000,EU,EU General Allowances (EUA),60000,2,,,,
EU511871,10-2,2019-04-30 10:31:20.735,Completed,Netherlands,100,China Southern Airlines,5024076,China Southern Airlines Company Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,4117,EU,EU Aviation Allowances (EUAA),4117,2,,,,
EU520531,10-72,2019-04-30 10:32:12.442,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Spain,100,"Lusan Asfaltos y Construcciones, S.L.U.",5024482,"Lusan Asfaltos y Construcciones, S.L.U.",40,EU,EU General Allowances (EUA),40,2,,,,
EU520529,10-0,2019-04-30 10:32:14.986,Completed,Slovenia,100,Belektron TRD Si,5016820,BELEKTRON d.o.o.,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,50000,EU,EU General Allowances (EUA),50000,2,,,,
EU520526,10-2,2019-04-30 10:32:22.734,Completed,France,100,GLOBAL SWITCH (PARIS),5027037,GLOBAL SWITCH (PARIS),European Commission,100,EU Allowance deletion,5016380,European Commission,178,EU,EU General Allowances (EUA),178,2,,,,
EU520026,10-0,2019-04-30 12:00:49.726,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Italy,100,Operator Account,5012516,RAIPAPER s.r.l.,691,EU,EU General Allowances (EUA),691,2,,,,
EU519957,10-0,2019-04-30 12:02:47.657,Completed,Spain,100,"Teuleria Almenar, S.A.",5009820,Teuleria Almenar S.A.,Spain,100,"Sistema Europeo de Negociación de Co2, S.L.",5020183,"SISTEMA EUROPEO DE NEGOCIACIÓN DE CO2, S.L.",9069,EU,EU General Allowances (EUA),9069,2,,,,
EU520076,10-0,2019-04-30 12:03:21.073,Completed,Slovenia,100,Belektron TRD Si,5016820,BELEKTRON d.o.o.,France,100,ALPHA STAR AVIATION SERVICES,5026157,ALPHA STAR AVIATION SERVICES,518,EU,EU General Allowances (EUA),518,2,,,,
EU520015,10-0,2019-04-30 12:03:43.918,Completed,Sweden,100,Lessebo Bruk,5001487,Lessebo Paper AB,Denmark,100,Neas Energy A/S,5020307,Centrica Energy Trading A/S,13227,EU,EU General Allowances (EUA),13227,2,,,,
EU519844,10-0,2019-04-30 12:04:06.383,Completed,Germany,100,Werk Unsleben,5018533,Dachziegelwerke Nelskamp GmbH,Germany,100,Werk Groß Ammensleben,5018530,Dachziegelwerke Nelskamp GmbH,2600,EU,EU General Allowances (EUA),2600,2,,,,
EU519862,10-0,2019-04-30 12:04:45.926,Completed,Germany,100,149 - Anlagenkonto,5014147,Kalkwerke H. Oetelshofen GmbH & Co. KG,Germany,100,Commerzbank AG - Trading Account,5016810,COMMERZBANK Aktiengesellschaft,20000,EU,EU General Allowances (EUA),20000,2,,,,
EU519853,10-0,2019-04-30 12:05:26.476,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Poland,100,Instalacja Produkcji Papieru Stara Bystrzyca,5003367,"Apis Fijałkowski,  Bloch Spółka Jawna",4500,EU,EU General Allowances (EUA),4500,2,,,,
EU519835,10-0,2019-04-30 12:05:32.459,Completed,Czech Republic,100,Teplárna Kyjov - Paroplynová kogenerační j.,5006920,"Teplárna Kyjov, a.s.",Czech Republic,100,LAMA,5020068,LAMA energy a.s.,1750,EU,EU General Allowances (EUA),1750,2,,,,
EU519999,10-0,2019-04-30 12:05:34.815,Completed,Sweden,100,Johannes biobränsleanläggning,5002001,Gävle Kraftvärme AB,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,4000,EU,EU General Allowances (EUA),4000,2,,,,
EU520592,10-2,2019-04-30 12:05:58.723,Completed,Spain,100,"Todagres, S.A.",5023194,"Todagres, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,14727,EU,EU General Allowances (EUA),14727,2,,,,
EU519765,10-0,2019-04-30 12:06:37.5,Completed,Germany,100,HK GETEC ENERGIE GmbH,5023658,GETEC ENERGIE GmbH,Germany,100,GuD- und DE-Anlage,5015111,Drewsen Spezialpapiere GmbH & Co. KG,902,EU,EU General Allowances (EUA),902,2,,,,
EU516221,10-71,2019-04-30 12:06:37.978,Completed,Italy,100,Gemmo NPT Niguarda,5013039,Gemmo Spa,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1744,CN,CER - Certified Emission Reduction Unit,1744,2,,5080,,
EU520081,10-0,2019-04-30 12:07:28.889,Completed,Germany,100,Nobian GmbH,5015816,Nobian GmbH,Germany,100,RWEST GmbH IS Trading Account,5016831,RWE Supply & Trading GmbH,30514,EU,EU General Allowances (EUA),30514,2,,,,
EU520596,10-72,2019-04-30 12:07:35.994,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Italy,100,Gemmo NPT Niguarda,5013039,Gemmo Spa,1744,EU,EU General Allowances (EUA),1744,2,,,,
EU510408,10-2,2019-04-30 11:34:55.21,Completed,Spain,100,Industrias Doy Manuel Morate S.L.,5009276,"Industrias Doy Manuel Morate, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,17680,EU,EU General Allowances (EUA),17680,2,,,,
EU520562,10-2,2019-04-30 11:28:39.895,Completed,Germany,100,Feldmuehle GmbH Anlage PM,5015402,Feldmuehle GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,5672,EU,EU General Allowances (EUA),5672,2,,,,
EU520475,10-2,2019-04-30 11:42:33.102,Completed,Greece,100,ELVAL,5021399,ΕΛΒΑΛ ΕΛΛΗΝΙΚΗ ΒΙΟΜΗΧΑΝΙΑ ΑΛΟΥΜΙΝΙΟΥ ΑΕ,European Commission,100,EU Allowance deletion,5016380,European Commission,105905,EU,EU General Allowances (EUA),105905,2,,,,
EU520563,10-0,2019-04-30 11:42:50.563,Completed,Netherlands,100,BNP Paribas London Branch,5027681,BNP Paribas London Branch,United Kingdom,100,BNP Paribas,5017654,BNP Paribas,9964,EU,EU General Allowances (EUA),9964,2,,,,
EU520567,10-0,2019-04-30 11:43:05.652,Completed,Spain,100,FUTURA CARBONO S.L.,5024181,FUTURA CARBONO S.L.,Spain,100,"APOLO CERÁMICAS, S.L.",5018275,"APOLO CERÁMICAS, S.L.",2714,EU,EU General Allowances (EUA),2714,2,,,,
EU513926,10-2,2019-04-30 11:45:13.246,Completed,Norway,100,EVINY TERMO AS AVD BERGEN,5012212,Eviny Termo AS,European Commission,100,EU Allowance deletion,5016380,European Commission,6688,EU,EU General Allowances (EUA),6688,2,,,,
EU520554,10-0,2019-04-30 11:45:24.259,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Hungary,100,energott:HU284,5011876,ENERGOTT Kft.,7400,EU,EU General Allowances (EUA),7400,2,,,,
EU520573,10-0,2019-04-30 11:45:37.323,Completed,Germany,100,innogy SE,5017191,innogy SE,Germany,100,RWE Vertrieb AG Retail - Trading,5017190,innogy SE,3500,EU,EU General Allowances (EUA),3500,2,,,,
EU520486,10-71,2019-04-30 11:46:09.356,Completed,France,100,RECYTECH SA,5022406,RECYTECH SA,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1942,CN,CER - Certified Emission Reduction Unit,1942,2,,8300,,
EU520570,10-0,2019-04-30 11:46:11.706,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Hungary,100,Operator Account:HU11,5011651,ALFA-NOVA Kft.,1829,EU,EU General Allowances (EUA),1829,2,,,,
EU520572,10-0,2019-04-30 11:47:07.981,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Hungary,100,Operator Account:HU10,5011650,ALFA-NOVA Kft.,10194,EU,EU General Allowances (EUA),10194,2,,,,
EU520579,10-72,2019-04-30 11:47:08.195,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,France,100,RECYTECH SA,5022406,RECYTECH SA,1942,EU,EU General Allowances (EUA),1942,2,,,,
EU520484,10-71,2019-04-30 11:47:12.648,Completed,France,100,RECYTECH SA,5022406,RECYTECH SA,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1233,UZ,CER - Certified Emission Reduction Unit,1233,2,,4883,,
EU520581,10-72,2019-04-30 11:48:01.332,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,France,100,RECYTECH SA,5022406,RECYTECH SA,1233,EU,EU General Allowances (EUA),1233,2,,,,
EU455440,10-71,2019-04-30 12:08:02.352,Completed,Italy,100,Gemmo NPT Niguarda,5013039,Gemmo Spa,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1668,CN,CER - Certified Emission Reduction Unit,1668,2,,3195,,
EU520575,10-0,2019-04-30 11:48:20.298,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Poland,100,CIEPŁOWNIA,5003499,Miejska Energetyka Cieplna Sp. z o.o.,9000,EU,EU General Allowances (EUA),9000,2,,,,
EU520590,10-0,2019-04-30 12:08:08.228,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Poland,100,CIEPŁOWNIA,5003499,Miejska Energetyka Cieplna Sp. z o.o.,9900,EU,EU General Allowances (EUA),9900,2,,,,
EU520574,10-0,2019-04-30 11:50:06.486,Completed,Slovenia,100,Belektron TRD Si,5016820,BELEKTRON d.o.o.,Spain,100,"Sistema Europeo de Negociación de Co2, S.L.",5020183,"SISTEMA EUROPEO DE NEGOCIACIÓN DE CO2, S.L.",12000,EU,EU General Allowances (EUA),12000,2,,,,
EU519868,10-0,2019-04-30 12:08:15.519,Completed,Finland,100,PMT Aggregate 0:FI553,5010602,Fortum Power and Heat Oy,Finland,100,Trading 1,5023516,Fortum Power and Heat Oy,51654,EU,EU General Allowances (EUA),51654,2,,,,
EU520582,10-2,2019-04-30 11:52:12.352,Completed,Bulgaria,100,BRIKEL,5016143,BRIKEL EAD,European Commission,100,EU Allowance deletion,5016380,European Commission,475689,EU,EU General Allowances (EUA),475689,2,,,,
EU520518,10-37,2019-04-30 12:08:42.527,Completed,European Commission,100,EU AUCTION ACCOUNT,5016932,EUROPEAN UNION,Germany,100,ECC AG Auction Delivery Account DE,5016816,European Commodity Clearing AG,3209000,EU,EU General Allowances (EUA),3209000,2,,,,
EU520583,10-0,2019-04-30 11:54:50.21,Completed,United Kingdom,100,BNP Paribas,5017654,BNP Paribas,Netherlands,100,BNP Paribas London Branch,5027681,BNP Paribas London Branch,270,EU,EU General Allowances (EUA),270,2,,,,
EU519885,10-0,2019-04-30 12:08:45.797,Completed,Poland,100,Produkcja materiałów ceramicznych Plecewice,5003530,SEGROMET Sp. z o.o.,Poland,100,Piece tunelowe do produkcji ceramicznych materiałów budowlanych,5028067,SEGROMET Sp. z o.o.,16,EU,EU General Allowances (EUA),16,2,,,,
EU520599,10-72,2019-04-30 12:08:51.32,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Italy,100,Gemmo NPT Niguarda,5013039,Gemmo Spa,1668,EU,EU General Allowances (EUA),1668,2,,,,
GB72788,10-0,2019-04-30 12:09:05.164,Completed,United Kingdom,121,Natural Capital Partners,1276,Natural Capital Partners Europe Limited,United Kingdom,121,BP AEI Ltd,1802,BP Technology Ventures Limited,70000,CN,CER - Certified Emission Reduction Unit,70000,2,,2898,,
EU519880,10-0,2019-04-30 12:09:58.219,Completed,Spain,100,"Iberoalcolense, S.L.",5023237,"Iberoalcorense, S.L.",Spain,100,"New Tiles, S.L.",5023156,"New Tiles, S.L.",11095,EU,EU General Allowances (EUA),11095,2,,,,
EU520597,10-0,2019-04-30 12:11:33.217,Completed,Spain,100,"Sistema Europeo de Negociación de Co2, S.L.",5020183,"SISTEMA EUROPEO DE NEGOCIACIÓN DE CO2, S.L.",Spain,100,ElPozo Alimentación,5009468,"ElPozo Alimentación, S.A.",15860,EU,EU General Allowances (EUA),15860,2,,,,
EU520586,10-2,2019-04-30 12:12:14.674,Completed,United Kingdom,100,Liberty Steel Newport Limited,5023062,Liberty Steel Newport Limited,European Commission,100,EU Allowance deletion,5016380,European Commission,15161,EU,EU General Allowances (EUA),15161,2,,,,
EU520600,10-0,2019-04-30 12:16:10.171,Completed,United Kingdom,100,Redshaw Advisors,5023004,Louis Redshaw,Greece,100,ELLINAIR S.A.,5022838,ELLINAIR S.A.,1,EU,EU General Allowances (EUA),1,2,,,,
EU520588,10-2,2019-04-30 12:17:32.216,Completed,Hungary,100,Operator Account:HU11,5011651,ALFA-NOVA Kft.,European Commission,100,EU Allowance deletion,5016380,European Commission,3360,EU,EU General Allowances (EUA),3360,2,,,,
EU520500,10-0,2019-04-30 12:20:26.305,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,Germany,100,Vattenfall Energy Trading GmbH,5017244,Vattenfall Energy Trading GmbH,1065000,EU,EU General Allowances (EUA),1065000,2,,,,
EU520584,10-2,2019-04-30 12:20:55.773,Completed,Hungary,100,Operator Account:HU10,5011650,ALFA-NOVA Kft.,European Commission,100,EU Allowance deletion,5016380,European Commission,12140,EU,EU General Allowances (EUA),12140,2,,,,
EU520591,10-71,2019-04-30 12:21:29.675,Completed,Iceland,100,Bluebird Cargo,5017996,Bluebird,European Commission,100,EU International Credit Account - Aviation,5022591,EUROPEAN COMMISSION,328,CN,CER - Certified Emission Reduction Unit,328,2,,5080,,
